0 0.000000 2.000000 4.000000 7.000000 15.000000 5.084600 3.177584
1 3.000000 9.000000 13.000000 15.000000 16.000000 12.018200 3.639487
2 1.000000 4.000000 6.000000 12.000000 16.000000 7.773900 4.833775
3 0.000000 3.000000 8.000000 10.000000 15.000000 6.717300 4.017659
4 0.000000 3.000000 8.000000 10.000000 15.000000 6.839400 4.013379
5 2.000000 4.000000 6.000000 9.000000 15.000000 6.760300 3.245958
6 0.000000 2.000000 5.000000 8.000000 16.000000 5.554100 3.824588
7 0.000000 1.000000 3.000000 8.000000 15.000000 4.676500 4.325766
8 0.000000 0.000000 1.000000 5.000000 16.000000 3.231700 4.312565
9 0.000000 5.000000 7.000000 11.000000 16.000000 7.648400 3.832281
10 2.000000 8.000000 11.000000 14.000000 16.000000 10.482300 3.810681
11 0.000000 2.000000 6.000000 9.000000 16.000000 6.098400 4.224940
12 7.000000 13.000000 14.000000 15.000000 16.000000 14.026300 1.708745
13 3.000000 10.000000 12.000000 14.000000 16.000000 11.386000 3.256103
14 0.000000 3.000000 6.000000 9.000000 16.000000 6.448700 4.103677
15 0.000000 3.000000 8.000000 11.000000 16.000000 7.376100 4.118307
16 4.000000 13.000000 15.000000 16.000000 16.000000 13.877800 2.858438
