0 1 2 4 3 0.685602 0.230165 0.084233
0 1 2 4 3 0.840522 0.151910 0.007568
0 1 2 4 3 0.966074 0.032634 0.001292
0 1 2 4 3 0.924204 0.038426 0.037371
0 1 2 4 3 0.868469 0.104886 0.026644
0 1 2 4 3 0.515634 0.265095 0.219271
0 1 2 4 3 0.819539 0.154348 0.026113
0 1 2 4 3 0.696661 0.242289 0.061050
0 1 2 3 4 0.663039 0.309120 0.027841
0 1 2 4 3 0.526252 0.297865 0.175883
0 1 2 4 3 0.831206 0.103973 0.064821
0 1 2 4 3 0.767406 0.133626 0.098968
0 1 2 4 3 0.528324 0.297811 0.173864
0 1 3 4 2 0.518531 0.420355 0.061114
0 1 2 3 4 0.701326 0.258412 0.040262
0 3 1 4 2 0.477532 0.458791 0.063676
0 1 2 4 3 0.812759 0.182294 0.004947
0 1 2 4 3 0.621130 0.204322 0.174548
0 1 2 4 3 0.699071 0.244991 0.055938
0 1 2 4 3 0.517393 0.320246 0.162360
0 1 4 2 3 0.422163 0.396766 0.181071
0 1 2 4 3 0.458780 0.297917 0.243304
0 1 2 4 3 0.797763 0.106341 0.095897
0 1 3 2 4 0.552916 0.420739 0.026344
0 1 2 4 3 0.731225 0.181217 0.087558
0 1 2 4 3 0.882291 0.065928 0.051780
0 1 2 4 3 0.855165 0.107870 0.036965
0 1 2 4 3 0.693394 0.215387 0.091219
0 1 3 4 2 0.513363 0.410267 0.076371
0 1 2 4 3 0.984738 0.009131 0.006131
0 1 2 4 3 0.955591 0.032954 0.011455
0 1 2 4 3 0.930074 0.040896 0.029030
0 1 2 4 3 0.407668 0.349920 0.242412
0 1 3 4 2 0.516857 0.406807 0.076336
0 1 2 3 4 0.695772 0.300523 0.003705
0 1 2 4 3 0.715870 0.218242 0.065888
0 1 2 4 3 0.955656 0.024946 0.019398
0 1 2 4 3 0.813260 0.172404 0.014336
0 1 2 4 3 0.623930 0.255441 0.120629
0 1 2 4 3 0.856074 0.083718 0.060208
0 1 2 3 4 0.774815 0.216342 0.008843
0 1 2 4 3 0.963509 0.028264 0.008228
0 1 2 4 3 0.908350 0.053196 0.038455
0 1 2 4 3 0.777546 0.131525 0.090929
0 1 2 4 3 0.615683 0.218973 0.165344
0 1 2 4 3 0.816241 0.152563 0.031196
0 1 2 3 4 0.760981 0.233540 0.005479
0 1 3 4 2 0.451274 0.429213 0.119513
0 1 2 4 3 0.751398 0.188519 0.060083
0 1 2 4 3 0.571140 0.257930 0.170930
0 1 3 2 4 0.514355 0.404399 0.081246
0 1 2 4 3 0.722301 0.199023 0.078677
0 1 2 3 4 0.745293 0.244392 0.010315
0 1 2 4 3 0.606104 0.262184 0.131711
0 1 2 4 3 0.656133 0.196566 0.147300
0 1 2 3 4 0.673981 0.300487 0.025532
0 1 2 4 3 0.525331 0.274306 0.200363
0 1 2 4 3 0.650281 0.265154 0.084565
0 1 2 4 3 0.944299 0.033724 0.021977
0 1 2 4 3 0.953768 0.034450 0.011783
0 1 2 3 4 0.674265 0.321560 0.004175
0 1 2 4 3 0.927010 0.036894 0.036096
0 1 2 4 3 0.802875 0.122998 0.074127
0 1 2 4 3 0.856472 0.076304 0.067223
0 1 2 4 3 0.996672 0.003033 0.000296
0 1 2 4 3 0.971076 0.019278 0.009646
1 0 4 2 3 0.337356 0.335572 0.327072
0 1 2 4 3 0.739240 0.182934 0.077826
0 1 2 4 3 0.463614 0.302456 0.233930
0 1 2 4 3 0.540004 0.285838 0.174158
0 1 2 4 3 0.976994 0.014505 0.008500
0 1 2 4 3 0.961421 0.020271 0.018308
0 1 2 4 3 0.948100 0.043161 0.008740
0 1 2 4 3 0.629346 0.257438 0.113216
0 1 2 4 3 0.795667 0.193874 0.010459
0 1 2 4 3 0.898803 0.093435 0.007762
0 1 3 2 4 0.550834 0.409087 0.040080
0 1 2 3 4 0.638915 0.318917 0.042168
0 1 3 4 2 0.448384 0.439782 0.111834
0 1 2 4 3 0.708274 0.204886 0.086840
0 1 2 4 3 0.606954 0.230047 0.162999
0 1 2 3 4 0.588521 0.334413 0.077066
0 1 2 4 3 0.905931 0.077734 0.016335
0 1 2 4 3 0.830515 0.157245 0.012240
0 1 2 3 4 0.619548 0.307536 0.072916
0 1 2 4 3 0.965973 0.029360 0.004667
0 1 2 4 3 0.966843 0.031974 0.001182
0 1 2 4 3 0.925702 0.055102 0.019196
0 1 2 4 3 0.817993 0.101018 0.080989
0 1 2 4 3 0.720021 0.232956 0.047022
0 1 2 3 4 0.726509 0.245044 0.028447
0 1 2 4 3 0.738578 0.159095 0.102327
0 1 2 4 3 0.508331 0.248723 0.242946
0 1 2 3 4 0.766480 0.224118 0.009402
0 1 2 4 3 0.986626 0.009391 0.003983
0 1 2 4 3 0.865714 0.104984 0.029303
0 1 2 4 3 0.651036 0.243871 0.105093
0 1 2 4 3 0.680889 0.208176 0.110935
0 1 2 4 3 0.997484 0.001850 0.000667
0 1 2 4 3 0.898303 0.093409 0.008288
0 1 3 2 4 0.567952 0.418043 0.014005
0 1 2 4 3 0.594614 0.249168 0.156218
0 1 2 4 3 0.635712 0.267696 0.096591
0 1 2 3 4 0.685389 0.269815 0.044796
0 1 2 4 3 0.430089 0.322949 0.246962
0 1 2 4 3 0.469560 0.353138 0.177302
0 1 2 4 3 0.606230 0.294866 0.098904
0 1 3 4 2 0.440047 0.413222 0.146731
0 1 2 4 3 0.907784 0.052852 0.039364
0 1 2 4 3 0.931328 0.046800 0.021872
0 1 3 4 2 0.504856 0.431662 0.063482
0 1 2 4 3 0.884267 0.058218 0.057516
0 1 2 4 3 0.662614 0.213518 0.123868
0 1 3 2 4 0.544652 0.370958 0.084390
0 1 2 3 4 0.693867 0.270508 0.035625
0 1 2 3 4 0.597756 0.348064 0.054180
0 1 2 4 3 0.593852 0.291168 0.114980
0 1 2 3 4 0.646418 0.294595 0.058986
0 1 2 4 3 0.945459 0.043073 0.011468
0 1 2 4 3 0.875332 0.112677 0.011991
0 1 2 4 3 0.532715 0.346579 0.120706
0 1 2 4 3 0.628809 0.240067 0.131124
0 1 3 4 2 0.513322 0.433912 0.052766
0 1 4 2 3 0.411930 0.379037 0.209033
0 1 2 4 3 0.454666 0.373454 0.171880
0 1 2 4 3 0.931599 0.037034 0.031366
