0 1 1 1 2 12.791539 12.79556555 0.0042031759715123 0
1 1 1 2 2 12.478522 12.48271345 0.00277462746102955 0
2 1 1 3 2 12.329857 12.33453655 0.00272584241061359 0
3 1 1 4 2 12.991375 12.99731415 0.0021899384300707 0
4 1 1 5 2 12.045348 12.051379 0.00302321639979676 0
5 1 2 1 2 12.720238 12.723191 0.00170808536086459 0
6 1 2 2 2 12.466699 12.4774069 0.0171138567158313 0
7 1 2 3 2 12.325501 12.3299788 0.00339299735632074 0
8 1 2 4 2 12.992685 12.9963011 0.00176451522804428 0
9 1 2 5 2 12.051035 12.0554723 0.00235086001497321 0
10 1 3 1 2 12.708028 12.7107576 0.00173206874574859 0
11 1 3 2 2 12.45843 12.4625998 0.00223162751372176 0
12 1 3 3 2 12.322482 12.329572 0.00434059034003418 0
13 1 3 4 2 12.988977 13.06179705 0.154148765654635 0
14 1 3 5 2 12.033391 12.038614 0.00296611080372926 0
15 1 4 1 2 12.729206 12.7332072 0.00231289551428518 0
16 1 4 2 2 12.485322 12.4914635 0.00383275074196071 0
17 1 4 3 2 12.329455 12.3369452 0.00465416458239279 0
18 1 4 4 2 13.003683 13.0068035 0.00219567152598014 0
19 1 4 5 2 12.05372 12.0588462 0.00235217653674222 0
20 2 1 1 2 22.171921 22.17663935 0.00245097401608035 1
21 2 1 2 2 22.169791 22.17417215 0.00289944362378406 1
22 2 1 3 2 22.174299 22.1795926 0.004219958215433 1
23 2 1 4 2 22.229606 22.23401465 0.00247157203566865 1
24 2 1 5 2 22.159492 22.1651268 0.00320519825595897 1
25 2 2 1 2 22.173416 22.1773619 0.00324104057210039 1
26 2 2 2 2 22.158704 22.1650565 0.00332196057321578 1
27 2 2 3 2 22.165936 22.17162025 0.00310039764989941 1
28 2 2 4 2 22.222001 22.2244203 0.00173924159046398 1
29 2 2 5 2 22.147236 22.1510986 0.00227799133887766 1
30 2 3 1 2 22.16467 22.16798735 0.00257206683962543 1
31 2 3 2 2 22.141519 22.1479666 0.00290843943378589 1
32 2 3 3 2 22.156425 22.15920205 0.00205495363633837 1
33 2 3 4 2 22.210566 22.2179663 0.00372504906142206 1
34 2 3 5 2 22.139623 22.14487945 0.00236692810357642 1
35 2 4 1 2 22.175221 22.17962875 0.00251063882059931 1
36 2 4 2 2 22.167303 22.1708196 0.00226410400379518 1
37 2 4 3 2 22.171765 22.17553145 0.00237398225509343 1
38 2 4 4 2 22.225696 22.23045655 0.00273796233493119 1
39 2 4 5 2 22.157739 22.1703273 0.00629757230288002 1
40 3 1 1 2 33.374004 33.38633555 0.00896662345855466 1
41 3 1 2 2 29.178528 29.1874635 0.00630704879083704 1
42 3 1 3 2 27.021314 27.03622635 0.00941772756175818 1
43 3 1 4 2 37.20075 37.2167665 0.0152940125392267 1
44 3 1 5 2 23.344701 23.3533353 0.00618141539697838 1
45 3 2 1 2 33.368219 33.37929635 0.00668199969526379 1
46 3 2 2 2 29.177518 29.18856245 0.00741897860540778 1
47 3 2 3 2 27.037829 27.06089195 0.0154781607708251 1
48 3 2 4 2 37.201723 37.21064125 0.00617043922970655 1
49 3 2 5 2 23.329595 23.34245805 0.0106758478280413 1
50 3 3 1 2 33.373373 33.38321515 0.0095677268213247 1
51 3 3 2 2 29.169679 29.18252235 0.00810558798777154 1
52 3 3 3 2 27.020535 27.04003915 0.0130111569865059 1
53 3 3 4 2 37.203561 37.2258653 0.0146820645281926 1
54 3 3 5 2 23.334683 23.34559815 0.00892696503451772 1
55 3 4 1 2 33.397628 33.41235785 0.00889527855255247 1
56 3 4 2 2 29.178932 29.19133595 0.00855126856363994 1
57 3 4 3 2 27.065315 27.07989255 0.00748316515570129 1
58 3 4 4 2 37.195194 37.210431 0.00982031302454162 1
59 3 4 5 2 23.325977 23.3381995 0.00597888991786905 1
