0.4046696913 0.5091299079 0.2927862084 0.1087437898 0.7860914087 0 0
0.03928294788 0.2711016231 0.1377069156 0.2187951037 0.6852808035 3 0
0.307292243 0.0 0.6187232496 0.3340280719 0.5693148033 0 1
0.146398141 0.6914977 0.08559500019 0.8784812329 0.0342017798 2 1
0.2213123824 0.645337451 0.08820862307 0.8784812329 0.000965700437 3 1
0.3316366051 0.4134665918 0.5071098829 0.1284196638 0.5874482293 0 2
0.6945889122 0.5259232703 0.1475357761 0.07423417064 0.6330916661 1 2
0.01659842868 0.3809853142 0.8814321754 0.3163350262 0.7012459946 3 2
0.5396702446 0.3384638161 1.0 0.0 0.6988247058 0 3
0.2196525396 0.4451967723 0.05672224014 0.3135034499 0.794452729 2 3
0.3028659954 0.9250824441 0.02552250399 0.1636656715 0.009096615791 0 5
0.6813101693 0.9595778539 0.0 0.2364242777 0.01621327886 1 5
0.1698572535 0.6432748217 0.07203850966 0.1902053684 0.03111794449 2 5
0.1894433994 0.544666969 0.09074102502 0.5416188966 0.001416485084 3 5
0.5618014828 0.9989137976 0.1709325681 0.1131722559 0.0124727598 1 4
0.151598982 0.890078169 0.02195428939 0.6927790051 0.01409513198 2 4
0.0 0.7827489731 0.06946755545 0.2222906852 0.0 3 4
